data ; tMin ; tMin Estimada ; tMed ; tMed Estimada ; tMax ; tMax Estimada ; precipitacao ; precipitacao Estimada ; estiagem* ; estiagemAgricola* ; urMin ; urMin Estimada ; urMax ; urMax Estimada ; evapotranspiracaoPotencial ; radiacaoSolar ; velocidadeVento ; direcaoVento ; horarioVento ; pontoOrvalhoMinimo ; pontoOrvalhoMaximo ; pressaoAtmMinima ; pressaoAtmMaxima ; evapotranspiracaoReal* ; disponibilidadeAguaSolo*
01/10/2019;15,56;não;23,42;não;31,27;não;0,0;não;4;5;29,41;não;86,8;não;5,04;;;;;;;;;1,22;23,63
30/09/2019;13,04;não;21,67;não;30,3;não;0,0;não;3;4;29,72;não;87,3;não;5,0;;;;;;;;;1,28;24,85
29/09/2019;12,86;não;20,2;não;27,53;não;0,0;não;2;3;45,37;não;92,1;não;3,78;;;;;;;;;1,0;26,13
28/09/2019;15,17;não;20,66;não;26,14;não;0,0;não;1;2;42,08;não;94,7;não;2,94;;;;;;;;;0,81;27,13
27/09/2019;12,47;não;17,14;não;21,8;não;1,02;não;0;1;73,7;não;95,0;não;1,86;;;;;;;;;1,26;27,94
26/09/2019;16,04;não;17,85;não;19,66;não;14,73;não;0;0;82,9;não;94,2;não;1,09;;;;;;;;;1,09;28,18
25/09/2019;14,64;não;21,74;não;28,83;não;3,3;não;0;21;44,09;não;90,9;não;4,04;;;;;;;;;3,4;14,54
24/09/2019;12,78;não;18,66;não;24,53;não;0,0;não;20;20;47,96;não;85,8;não;2,63;;;;;;;;;0,39;14,64
23/09/2019;13,92;não;19,9;não;25,88;não;0,0;não;19;19;58,39;não;82,1;não;2,96;;;;;;;;;0,46;15,03
22/09/2019;17,51;não;23,44;não;29,37;não;0,0;não;18;18;54,56;não;87,2;não;3,84;;;;;;;;;0,6;15,49
21/09/2019;17,91;não;25,05;não;32,19;não;0,0;não;17;17;36,11;não;88,0;não;5,08;;;;;;;;;0,84;16,09
20/09/2019;19,55;não;26,67;não;33,78;não;0,0;não;16;16;33,15;não;85,6;não;5,35;;;;;;;;;0,93;16,93
19/09/2019;17,8;não;26,77;não;35,73;não;0,0;não;15;15;22,31;não;83,9;não;5,88;;;;;;;;;1,08;17,86
18/09/2019;19,94;não;27,73;não;35,51;não;0,0;não;14;14;25,97;não;68,44;não;5,71;;;;;;;;;1,12;18,94
17/09/2019;18,63;não;26,93;não;35,23;não;0,0;não;13;13;24,87;não;71,4;não;5,74;;;;;;;;;1,18;20,06
16/09/2019;18,73;não;26,49;não;34,24;não;0,0;não;12;12;33,12;não;87,2;não;5,53;;;;;;;;;1,21;21,24
15/09/2019;17,85;não;25,67;não;33,49;não;0,0;não;11;11;35,02;não;89,9;não;5,42;;;;;;;;;1,25;22,45
14/09/2019;17,73;não;24,15;não;30,56;não;0,0;não;10;10;46,97;não;85,9;não;4,59;;;;;;;;;1,11;23,7
13/09/2019;18,4;não;27,62;não;36,83;não;0,0;não;9;9;22,02;não;84,6;não;6,01;;;;;;;;;1,54;24,81
12/09/2019;18,43;não;26,89;não;35,35;não;0,0;não;8;8;25,33;não;73,0;não;5,78;;;;;;;;;1,57;26,35
11/09/2019;18,63;não;26,63;não;34,63;não;0,0;não;7;7;27,88;não;69,66;não;5,62;;;;;;;;;1,61;27,92
10/09/2019;17,48;não;25,3;não;33,11;não;0,0;não;6;6;29,29;não;76,4;não;5,36;;;;;;;;;1,63;29,53
09/09/2019;19,25;não;26,26;não;33,27;não;0,0;não;5;5;32,36;não;82,4;não;5,25;;;;;;;;;1,68;31,16
08/09/2019;16,1;não;23,77;não;31,43;não;0,0;não;4;4;43,58;não;89,1;não;5,03;;;;;;;;;1,69;32,84
07/09/2019;14,78;não;19,92;não;25,06;não;0,0;não;3;3;60,58;não;91,3;não;2,5;;;;;;;;;0,88;34,53
06/09/2019;14,25;não;18,63;não;23,0;não;0,0;não;2;2;61,35;não;90,1;não;1,94;;;;;;;;;0,69;35,41
05/09/2019;16,01;não;22,53;não;29,05;não;0,0;não;1;1;50,05;não;92,3;não;3,78;;;;;;;;;1,39;36,1
04/09/2019;16,91;não;22,65;não;28,38;não;10,16;não;0;0;54,73;não;93,4;não;3,39;;;;;;;;;3,39;37,49
03/09/2019;16,1;não;21,03;não;25,96;não;0,0;não;1;1;63,41;não;93,4;não;2,62;;;;;;;;;0,81;30,72
02/09/2019;16,17;não;19,3;não;22,43;não;20,07;não;0;0;74,1;não;95,9;não;1,61;;;;;;;;;1,61;31,53
01/09/2019;16,72;não;24,89;não;33,06;não;0,76;não;27;58;31,44;não;92,4;não;5,41;;;;;;;;;1,39;13,07
31/08/2019;15,86;não;23,57;não;31,28;não;0,0;não;26;57;32,25;não;75,0;não;5,01;;;;;;;;;0,7;13,7
30/08/2019;13,96;não;21,7;não;29,44;não;0,0;não;25;56;30,75;não;84,9;não;4,64;;;;;;;;;0,68;14,4
29/08/2019;12,64;não;19,69;não;26,74;não;0,0;não;24;55;50,88;não;90,6;não;3,26;;;;;;;;;0,5;15,08
28/08/2019;14,82;não;22,28;não;29,74;não;0,0;não;23;54;32,32;não;86,4;não;4,64;;;;;;;;;0,74;15,58
27/08/2019;13,27;não;21,16;não;29,05;não;0,0;não;22;53;33,76;não;88,4;não;4,58;;;;;;;;;0,77;16,32
26/08/2019;12,58;não;19,46;não;26,34;não;0,0;não;21;52;44,61;não;88,4;não;3,1;;;;;;;;;0,54;17,09
25/08/2019;11,88;não;18,28;não;24,67;não;0,0;não;20;51;41,5;não;88,9;não;2,61;;;;;;;;;0,46;17,63
24/08/2019;10,42;não;17,64;não;24,86;não;0,0;não;19;50;42,33;não;91,5;não;2,83;;;;;;;;;0,52;18,09
23/08/2019;12,6;não;18,65;não;24,7;não;0,0;não;18;49;47,1;não;91,4;não;2,53;;;;;;;;;0,48;18,61
22/08/2019;12,74;não;19,12;não;25,5;não;0,0;não;17;48;55,46;não;88,7;não;2,77;;;;;;;;;0,53;19,09
21/08/2019;15,16;não;19,67;não;24,18;não;0,0;não;16;47;61,29;não;88,9;não;2,11;;;;;;;;;0,42;19,62
20/08/2019;15,56;não;19,41;não;23,25;não;0,76;não;15;46;63,53;não;90,8;não;1,82;;;;;;;;;0,98;20,04
19/08/2019;15,91;não;23,29;não;30,66;não;0,0;não;14;45;30,74;não;84,8;não;4,82;;;;;;;;;1,0;20,26
18/08/2019;13,69;não;20,8;não;27,9;não;0,0;não;13;44;32,97;não;77,8;não;3,49;;;;;;;;;0,75;21,26
17/08/2019;10,79;não;18,71;não;26,62;não;0,0;não;12;43;30,0;não;90,4;não;3,36;;;;;;;;;0,75;22,01
16/08/2019;8,71;não;17,14;não;25,57;não;0,0;não;11;42;41,19;não;93,1;não;3,23;;;;;;;;;0,75;22,76
15/08/2019;11,02;não;15,59;não;20,16;não;0,0;não;10;41;59,77;não;85,2;não;1,43;;;;;;;;;0,34;23,51
14/08/2019;13,66;não;22,29;não;30,91;não;0,0;não;9;40;38,81;não;87,3;não;5,12;;;;;;;;;1,25;23,85
13/08/2019;16,73;não;23,91;não;31,08;não;0,0;não;8;39;33,61;não;82,4;não;4,86;;;;;;;;;1,25;25,1
12/08/2019;15,86;não;23,6;não;31,34;não;0,0;não;7;38;30,81;não;87,7;não;5,03;;;;;;;;;1,36;26,35
11/08/2019;14,2;não;22,5;não;30,8;não;0,0;não;6;37;27,94;não;84,2;não;5,03;;;;;;;;;1,43;27,71
10/08/2019;15,51;não;22,84;não;30,17;não;0,0;não;5;36;33,29;não;86,8;não;4,71;;;;;;;;;1,41;29,14
09/08/2019;13,94;não;21,33;não;28,72;não;0,0;não;4;35;41,79;não;90,5;não;3,71;;;;;;;;;1,15;30,55
08/08/2019;14,49;não;21,11;não;27,73;não;0,0;não;3;34;46,17;não;88,0;não;3,26;;;;;;;;;1,05;31,7
07/08/2019;12,56;não;19,41;não;26,26;não;0,0;não;2;33;49,51;não;89,9;não;2,96;;;;;;;;;0,99;32,75
06/08/2019;11,76;não;16,18;não;20,6;não;0,0;não;1;32;63,07;não;90,9;não;1,45;;;;;;;;;0,49;33,74
05/08/2019;11,05;não;12,22;não;13,39;não;2,79;não;0;31;76,8;não;91,1;não;0,36;;;;;;;;;0,36;34,23
04/08/2019;11,11;não;13,56;não;16,0;não;0,0;não;1;30;73,8;não;90,0;não;0,66;;;;;;;;;0,21;31,8
03/08/2019;12,89;não;22,04;não;31,19;não;1,78;não;0;29;30,94;não;91,2;não;5,26;;;;;;;;;2,91;32,01
02/08/2019;12,4;não;20,66;não;28,91;não;0,0;não;2;28;33,05;não;82,1;não;4,63;;;;;;;;;1,57;33,14
01/08/2019;11,25;não;18,83;não;26,4;não;0,0;não;1;27;35,4;não;92,9;não;3,13;;;;;;;;;1,11;34,71
31/07/2019;11,16;não;19,51;não;27,85;não;6,86;não;0;26;37,57;não;92,9;não;3,67;;;;;;;;;3,67;35,82
30/07/2019;13,33;não;20,44;não;27,55;não;0,0;não;14;25;32,08;não;90,9;não;3,28;;;;;;;;;1,09;32,63
29/07/2019;12,61;não;19,87;não;27,12;não;0,0;não;13;24;35,61;não;91,6;não;3,21;;;;;;;;;1,1;33,72
28/07/2019;14,13;não;21,17;não;28,2;não;0,0;não;12;23;36,32;não;89,1;não;3,41;;;;;;;;;1,2;34,82
27/07/2019;14,29;não;21,61;não;28,92;não;0,0;não;11;22;33,46;não;87,9;não;3,66;;;;;;;;;1,35;36,02
26/07/2019;14,61;não;21,86;não;29,1;não;0,0;não;10;21;36,02;não;90,2;não;3,68;;;;;;;;;1,4;37,37
25/07/2019;13,74;não;20,93;não;28,12;não;0,0;não;9;20;40,49;não;83,6;não;3,41;;;;;;;;;1,34;38,77
24/07/2019;13,34;não;20,24;não;27,14;não;0,0;não;8;19;38,73;não;86,8;não;3,1;;;;;;;;;1,26;40,11
23/07/2019;13,3;não;20,21;não;27,12;não;0,0;não;7;18;41,19;não;88,0;não;3,1;;;;;;;;;1,31;41,37
22/07/2019;12,57;não;19,27;não;25,96;não;0,0;não;6;17;39,44;não;83,3;não;2,78;;;;;;;;;1,2;42,68
21/07/2019;12,15;não;18,53;não;24,9;não;0,0;não;5;16;42,06;não;82,3;não;2,49;;;;;;;;;1,11;43,88
20/07/2019;10,48;não;17,65;não;24,81;não;0,0;não;4;15;43,03;não;87,3;não;2,63;;;;;;;;;1,2;44,99
19/07/2019;10,17;não;16,96;não;23,75;não;0,0;não;3;14;36,12;não;89,0;não;2,33;;;;;;;;;1,08;46,19
18/07/2019;8,85;não;15,13;não;21,41;não;0,0;não;2;13;46,1;não;88,4;não;1,82;;;;;;;;;0,87;47,27
17/07/2019;7,8;não;14,97;não;22,14;não;0,0;não;1;12;61,12;não;93,7;não;2,1;;;;;;;;;1,02;48,14
16/07/2019;13,73;não;20,88;não;28,03;não;1,27;não;0;11;35,82;não;93,6;não;3,34;;;;;;;;;2,3;49,16
15/07/2019;12,9;não;20,51;não;28,12;não;0,0;não;9;10;30,43;não;84,6;não;3,47;;;;;;;;;1,77;50,19
14/07/2019;12,02;não;19,57;não;27,12;não;0,0;não;8;9;35,58;não;87,5;não;3,21;;;;;;;;;1,7;51,96
13/07/2019;10,61;não;18,12;não;25,63;não;0,0;não;7;8;34,05;não;83,9;não;2,86;;;;;;;;;1,56;53,66
12/07/2019;9,46;não;17,34;não;25,22;não;0,0;não;6;7;32,03;não;87,8;não;2,84;;;;;;;;;1,59;55,22
11/07/2019;8,73;não;16,56;não;24,39;não;0,0;não;5;6;35,06;não;90,1;não;2,65;;;;;;;;;1,52;56,81
10/07/2019;8,44;não;16,02;não;23,6;não;0,0;não;4;5;39,6;não;90,8;não;2,44;;;;;;;;;1,44;58,33
09/07/2019;7,7;não;15,32;não;22,94;não;0,0;não;3;4;37,46;não;91,0;não;2,31;;;;;;;;;1,4;59,77
08/07/2019;6,25;não;12,15;não;18,04;não;0,0;não;2;3;48,57;não;90,2;não;1,24;;;;;;;;;0,76;61,17
07/07/2019;6,0;não;11,14;não;16,28;não;0,0;não;1;2;51,79;não;93,1;não;0,93;;;;;;;;;0,58;61,93
06/07/2019;7,49;não;12,21;não;16,93;não;1,78;não;0;1;84,7;não;95,2;não;0,96;;;;;;;;;0,96;62,51
05/07/2019;16,63;não;19,49;não;22,35;não;35,56;não;0;0;78,6;não;94,2;não;1,41;;;;;;;;;1,41;61,69
04/07/2019;16,49;não;22,48;não;28,47;não;3,3;não;0;30;37,56;não;92,1;não;3,13;;;;;;;;;3,13;27,54
03/07/2019;14,61;não;20,68;não;26,74;não;0,0;não;29;29;43,26;não;86,4;não;2,76;;;;;;;;;0,76;27,37
02/07/2019;14,47;não;21,32;não;28,17;não;0,0;não;28;28;40,79;não;88,5;não;3,26;;;;;;;;;0,94;28,13
01/07/2019;14,61;não;21,18;não;27,75;não;0,0;não;27;27;43,44;não;88,8;não;3,09;;;;;;;;;0,91;29,07
30/06/2019;15,28;não;21,75;não;28,22;não;0,0;não;26;26;41,18;não;86,4;não;3,18;;;;;;;;;0,97;29,98
29/06/2019;15,36;não;22,09;não;28,82;não;0,0;não;25;25;39,86;não;89,3;não;3,38;;;;;;;;;1,06;30,95
28/06/2019;16,04;não;21,68;não;27,32;não;0,0;não;24;24;49,47;não;92,0;não;2,79;;;;;;;;;0,91;32,01
27/06/2019;16,26;não;22,72;não;29,18;não;0,0;não;23;23;36,09;não;91,3;não;3,4;;;;;;;;;1,13;32,92
26/06/2019;14,5;não;21,11;não;27,72;não;0,0;não;22;22;41,33;não;84,6;não;3,09;;;;;;;;;1,07;34,05
25/06/2019;12,77;não;19,37;não;25,96;não;0,0;não;21;21;45,25;não;88,9;não;2,7;;;;;;;;;0,96;35,12
24/06/2019;12,7;não;19,14;não;25,58;não;0,0;não;20;20;48,21;não;89,6;não;2,58;;;;;;;;;0,95;36,08
23/06/2019;14,18;não;20,21;não;26,24;não;0,0;não;19;19;46,29;não;92,1;não;2,64;;;;;;;;;0,99;37,03
22/06/2019;14,22;não;20,14;não;26,06;não;0,0;não;18;18;46,81;não;92,1;não;2,58;;;;;;;;;0,99;38,02
21/06/2019;13,89;não;20,7;não;27,51;não;0,0;não;17;17;47,2;não;90,0;não;3,08;;;;;;;;;1,22;39,01
20/06/2019;13,3;não;19,85;não;26,4;não;0,0;não;16;16;43,81;não;90,5;não;2,78;;;;;;;;;1,14;40,23
19/06/2019;13,43;não;19,81;não;26,19;não;0,0;não;15;15;43,97;não;92,1;não;2,7;;;;;;;;;1,13;41,37
18/06/2019;13,83;não;19,59;não;25,35;não;0,0;não;14;14;48,94;não;90,4;não;2,4;;;;;;;;;1,03;42,5
17/06/2019;15,8;não;21,53;não;27,26;não;0,0;não;13;13;41,38;não;87,9;não;2,79;;;;;;;;;1,23;43,53
16/06/2019;15,75;não;21,86;não;27,96;não;0,0;não;12;12;42,7;não;87,8;não;3,03;;;;;;;;;1,38;44,76
15/06/2019;13,89;não;21,44;não;28,98;não;0,0;não;11;11;38,21;não;88,3;não;3,62;;;;;;;;;1,7;46,14
14/06/2019;15,76;não;22,19;não;28,61;não;0,0;não;10;10;41,4;não;87,3;não;3,26;;;;;;;;;1,59;47,84
13/06/2019;14,65;não;20,86;não;27,07;não;0,0;não;9;9;37,77;não;87,9;não;2,86;;;;;;;;;1,43;49,43
12/06/2019;12,9;não;19,63;não;26,36;não;0,0;não;8;8;41,9;não;86,8;não;2,82;;;;;;;;;1,45;50,86
11/06/2019;11,76;não;18,46;não;25,16;não;0,0;não;7;7;41,93;não;90,6;não;2,56;;;;;;;;;1,36;52,31
10/06/2019;11,44;não;18,22;não;25,0;não;0,0;não;6;6;35,69;não;91,2;não;2,54;;;;;;;;;1,38;53,67
09/06/2019;10,69;não;17,47;não;24,24;não;0,0;não;5;5;43,7;não;92,2;não;2,39;;;;;;;;;1,33;55,05
08/06/2019;11,52;não;18,24;não;24,95;não;0,0;não;4;4;44,26;não;91,2;não;2,52;;;;;;;;;1,44;56,38
07/06/2019;11,84;não;17,83;não;23,82;não;0,0;não;3;3;50,19;não;93,4;não;2,16;;;;;;;;;1,26;57,82
06/06/2019;10,85;não;16,29;não;21,73;não;0,0;não;2;2;58,73;não;93,4;não;1,71;;;;;;;;;1,02;59,08
05/06/2019;9,58;não;15,38;não;21,18;não;0,0;não;1;1;51,83;não;92,9;não;1,68;;;;;;;;;1,02;60,1
04/06/2019;12,7;não;16,61;não;20,51;não;10,16;não;0;0;84,8;não;95,2;não;1,3;;;;;;;;;1,3;61,12
03/06/2019;16,04;não;21,13;não;26,21;não;0,0;não;5;5;57,62;não;93,2;não;2,46;;;;;;;;;1,3;52,26
02/06/2019;16,9;não;22,32;não;27,74;não;0,0;não;4;4;58,96;não;92,4;não;2,85;;;;;;;;;1,55;53,56
01/06/2019;18,69;não;23,82;não;28,95;não;0,0;não;3;3;49,16;não;85,7;não;3,06;;;;;;;;;1,71;55,11
31/05/2019;18,06;não;23,72;não;29,37;não;0,0;não;2;2;52,76;não;92,1;não;3,29;;;;;;;;;1,91;56,82
30/05/2019;17,4;não;22,99;não;28,58;não;0,25;não;1;1;56,41;não;92,6;não;3,09;;;;;;;;;1,94;58,73
29/05/2019;11,69;não;20,06;não;28,43;não;11,68;não;0;0;50,76;não;92,7;não;3,74;;;;;;;;;3,74;60,42
28/05/2019;10,4;não;19,08;não;27,76;não;0,0;não;10;15;32,82;não;90,7;não;3,65;;;;;;;;;1,95;52,48
27/05/2019;10,26;não;17,55;não;24,83;não;0,0;não;9;14;38,51;não;93,6;não;2,65;;;;;;;;;1,46;54,43
26/05/2019;10,23;não;15,4;não;20,56;não;0,0;não;8;13;53,47;não;93,6;não;1,5;;;;;;;;;0,84;55,89
25/05/2019;10,61;não;16,79;não;22,97;não;0,25;não;7;12;67,82;não;90,8;não;2,07;;;;;;;;;1,3;56,73
24/05/2019;13,23;não;20,42;não;27,6;não;0,0;não;6;11;38,34;não;90,3;não;3,26;;;;;;;;;1,91;57,78
23/05/2019;13,08;não;20,13;não;27,17;não;0,0;não;5;10;40,2;não;92,5;não;3,13;;;;;;;;;1,9;59,69
22/05/2019;12,68;não;19,76;não;26,84;não;0,0;não;4;9;46,11;não;93,2;não;3,06;;;;;;;;;1,91;61,59
21/05/2019;13,49;não;19,07;não;24,65;não;0,0;não;3;8;54,75;não;94,5;não;2,29;;;;;;;;;1,47;63,5
20/05/2019;14,0;não;19,74;não;25,47;não;0,25;não;2;7;59,9;não;94,5;não;2,48;;;;;;;;;1,72;64,97
19/05/2019;15,59;não;20,42;não;25,25;não;0,0;não;1;6;64,92;não;94,2;não;2,26;;;;;;;;;1,52;66,44
18/05/2019;16,4;não;19,42;não;22,43;não;5,08;não;0;5;65,55;não;93,4;não;1,48;;;;;;;;;1,48;67,96
17/05/2019;17,61;não;21,86;não;26,1;não;0,0;não;4;4;57,75;não;89,4;não;2,32;;;;;;;;;1,51;64,36
16/05/2019;16,6;não;20,7;não;24,79;não;0,0;não;3;3;58,48;não;90,2;não;2,05;;;;;;;;;1,36;65,87
15/05/2019;16,64;não;22,47;não;28,29;não;0,0;não;2;2;62,84;não;93,2;não;3,14;;;;;;;;;2,15;67,23
14/05/2019;18,53;não;24,21;não;29,89;não;0,0;não;1;1;52,16;não;93,1;não;3,5;;;;;;;;;2,47;69,38
13/05/2019;19,68;não;24,98;não;30,27;não;10,92;não;0;0;57,75;não;93,1;não;3,51;;;;;;;;;3,51;71,85
12/05/2019;18,95;não;23,8;não;28,64;não;0,0;não;5;5;63,65;não;93,3;não;3,01;;;;;;;;;1,96;64,44
11/05/2019;17,85;não;22,74;não;27,62;não;0,0;não;4;4;65,93;não;93,0;não;2,8;;;;;;;;;1,89;66,4
10/05/2019;17,0;não;22,53;não;28,06;não;0,0;não;3;3;59,5;não;92,9;não;3,05;;;;;;;;;2,12;68,29
09/05/2019;16,94;não;21,67;não;26,4;não;0,0;não;2;2;60,91;não;90,7;não;2,51;;;;;;;;;1,78;70,41
08/05/2019;18,05;não;23,14;não;28,23;não;0,0;não;1;1;60,94;não;92,7;não;3,0;;;;;;;;;2,2;72,19
07/05/2019;18,61;não;24,37;não;30,13;não;14,99;não;0;0;55,47;não;92,7;não;3,63;;;;;;;;;3,63;74,39
06/05/2019;18,85;não;24,66;não;30,47;não;0,0;não;7;7;52,97;não;90,8;não;3,74;;;;;;;;;2,4;63,03
05/05/2019;19,16;não;25,28;não;31,4;não;0,0;não;6;6;47,11;não;90,7;não;4,71;;;;;;;;;3,15;65,43
04/05/2019;19,24;não;24,57;não;29,9;não;0,0;não;5;5;54,84;não;92,4;não;3,48;;;;;;;;;2,43;68,58
03/05/2019;18,74;não;22,84;não;26,93;não;0,0;não;4;4;61,33;não;89,2;não;2,52;;;;;;;;;1,82;71,01
02/05/2019;17,13;não;22,32;não;27,51;não;0,0;não;3;3;47,95;não;91,5;não;2,89;;;;;;;;;2,13;72,83
01/05/2019;15,97;não;21,74;não;27,5;não;0,0;não;2;2;44,18;não;92,7;não;3,02;;;;;;;;;2,3;74,96
30/04/2019;16,44;não;21,75;não;27,06;não;0,0;não;1;1;56,5;não;93,3;não;2,82;;;;;;;;;2,21;77,26
29/04/2019;18,25;não;24,44;não;30,63;não;26,16;não;0;0;50,45;não;93,5;não;4,55;;;;;;;;;4,55;79,47
28/04/2019;19,15;não;24,76;não;30,37;não;0,0;não;11;14;50,5;não;92,6;não;3,72;;;;;;;;;2,2;57,86
27/04/2019;19,36;não;24,53;não;29,7;não;0,0;não;10;13;58,09;não;92,7;não;3,44;;;;;;;;;2,1;60,06
26/04/2019;19,71;não;25,49;não;31,26;não;0,0;não;9;12;51,73;não;92,3;não;4,6;;;;;;;;;2,92;62,16
25/04/2019;19,96;não;25,46;não;30,96;não;0,51;não;8;11;54,27;não;92,1;não;3,87;;;;;;;;;2,74;65,08
24/04/2019;20,32;não;25,52;não;30,71;não;0,0;não;7;10;48,49;não;90,0;não;3,73;;;;;;;;;2,56;67,31
23/04/2019;19,09;não;25,19;não;31,29;não;0,0;não;6;9;40,82;não;90,5;não;4,68;;;;;;;;;3,34;69,87
22/04/2019;17,19;não;24,07;não;30,94;não;0,0;não;5;8;42,87;não;91,3;não;4,77;;;;;;;;;3,58;73,21
21/04/2019;15,44;não;22,29;não;29,13;não;0,0;não;4;7;42,31;não;90,8;não;3,77;;;;;;;;;2,95;76,79
20/04/2019;14,39;não;21,25;não;28,1;não;0,0;não;3;6;42,49;não;90,2;não;3,51;;;;;;;;;2,85;79,74
19/04/2019;15,45;não;21,51;não;27,56;não;0,0;não;2;5;45,23;não;92,6;não;3,18;;;;;;;;;2,67;82,59
18/04/2019;16,92;não;22,6;não;28,28;não;0,25;não;1;4;53,16;não;92,9;não;3,27;;;;;;;;;2,86;85,26
17/04/2019;18,78;não;24,1;não;29,42;não;5,59;não;0;3;60,06;não;93,1;não;3,48;;;;;;;;;3,48;87,87
16/04/2019;19,32;não;24,46;não;29,59;não;0,0;não;1;2;59,67;não;91,8;não;3,48;;;;;;;;;3,04;85,76
15/04/2019;18,43;não;20,41;não;22,39;não;5,84;não;0;1;85,6;não;94,0;não;1,41;;;;;;;;;1,41;88,8
14/04/2019;18,55;não;24,65;não;30,74;não;14,22;não;0;0;50,19;não;94,0;não;4,56;;;;;;;;;4,56;84,37
13/04/2019;18,46;não;24,52;não;30,58;não;0,0;não;4;4;40,31;não;92,3;não;4,02;;;;;;;;;3,07;74,71
12/04/2019;18,42;não;24,14;não;29,86;não;0,0;não;3;3;45,36;não;91,1;não;3,73;;;;;;;;;2,95;77,78
11/04/2019;17,55;não;22,6;não;27,65;não;0,0;não;2;2;59,62;não;91,5;não;3,02;;;;;;;;;2,48;80,73
10/04/2019;17,96;não;22,15;não;26,33;não;0,0;não;1;1;67,87;não;92,9;não;2,53;;;;;;;;;2,13;83,21
09/04/2019;18,82;não;20,79;não;22,75;não;17,78;não;0;0;86,3;não;93,1;não;1,48;;;;;;;;;1,48;85,34
08/04/2019;20,15;não;24,38;não;28,6;não;19,56;não;0;0;72,1;não;93,5;não;3,07;;;;;;;;;3,07;69,04
07/04/2019;20,58;não;26,7;não;32,81;não;20,32;não;0;0;52,9;não;93,2;não;5,0;;;;;;;;;5,0;52,55
06/04/2019;21,21;não;26,36;não;31,5;não;0,0;não;16;23;53,67;não;92,1;não;4,08;;;;;;;;;1,55;37,23
05/04/2019;19,29;não;25,97;não;32,65;não;0,0;não;15;22;38,29;não;83,2;não;5,08;;;;;;;;;2,02;38,78
04/04/2019;18,05;não;24,88;não;31,7;não;0,0;não;14;21;35,39;não;91,5;não;4,92;;;;;;;;;2,06;40,8
03/04/2019;17,81;não;24,23;não;30,65;não;0,0;não;13;20;43,45;não;92,6;não;4,61;;;;;;;;;2,02;42,86
02/04/2019;17,29;não;24,21;não;31,12;não;0,0;não;12;19;38,33;não;90,0;não;4,82;;;;;;;;;2,22;44,88
01/04/2019;18,15;não;24,11;não;30,06;não;0,0;não;11;18;41,61;não;88,3;não;3,94;;;;;;;;;1,89;47,1
31/03/2019;16,71;não;23,45;não;30,18;não;0,0;não;10;17;44,99;não;91,4;não;4,58;;;;;;;;;2,29;48,99
30/03/2019;17,07;não;23,01;não;28,95;não;0,0;não;9;16;48,56;não;89,5;não;3,65;;;;;;;;;1,91;51,28
29/03/2019;17,65;não;23,46;não;29,26;não;0,0;não;8;15;53,66;não;88,8;não;3,71;;;;;;;;;2,01;53,19
28/03/2019;18,75;não;24,94;não;31,12;não;0,0;não;7;14;48,54;não;89,7;não;4,66;;;;;;;;;2,63;55,2
27/03/2019;19,13;não;26,14;não;33,15;não;0,0;não;6;13;37,79;não;89,3;não;5,23;;;;;;;;;3,11;57,83
26/03/2019;19,38;não;25,59;não;31,8;não;0,0;não;5;12;39,93;não;86,5;não;4,81;;;;;;;;;3,0;60,94
25/03/2019;18,31;não;24,73;não;31,15;não;0,0;não;4;11;45,77;não;91,4;não;4,72;;;;;;;;;3,09;63,94
24/03/2019;18,36;não;24,3;não;30,24;não;0,0;não;3;10;47,62;não;89,9;não;4,06;;;;;;;;;2,78;67,03
23/03/2019;16,75;não;21,99;não;27,23;não;0,0;não;2;9;60,03;não;90,8;não;3,09;;;;;;;;;2,19;69,81
22/03/2019;16,98;não;21,17;não;25,36;não;0,0;não;1;8;66,52;não;89,9;não;2,43;;;;;;;;;1,77;72,0
21/03/2019;19,94;não;25,05;não;30,15;não;1,02;não;0;7;54,9;não;92,4;não;3,82;;;;;;;;;3,12;73,77
20/03/2019;20,41;não;26,14;não;31,87;não;1,78;não;0;6;49,73;não;92,2;não;4,73;;;;;;;;;4,05;75,87
19/03/2019;20,78;não;26,31;não;31,83;não;2,54;não;0;5;57,3;não;93,9;não;4,67;;;;;;;;;4,22;78,14
18/03/2019;19,87;não;25,21;não;30,55;não;6,1;não;0;4;62,68;não;94,0;não;4,03;;;;;;;;;4,03;79,82
17/03/2019;20,53;não;25,72;não;30,91;não;4,06;não;0;3;60,95;não;93,0;não;4,1;;;;;;;;;4,09;77,75
16/03/2019;20,71;não;25,54;não;30,36;não;0,0;não;1;2;54,01;não;93,7;não;3,84;;;;;;;;;3,04;77,78
15/03/2019;19,58;não;24,78;não;29,97;não;1,02;não;0;1;59,21;não;93,9;não;3,85;;;;;;;;;3,34;80,82
14/03/2019;19,69;não;25,3;não;30,9;não;15,49;não;0;0;57,49;não;93,9;não;4,24;;;;;;;;;4,24;83,14
13/03/2019;20,74;não;26,29;não;31,84;não;0,25;não;5;9;48,56;não;92,8;não;4,68;;;;;;;;;3,5;71,89
12/03/2019;19,04;não;24,08;não;29,12;não;0,0;não;4;8;61,26;não;92,3;não;3,59;;;;;;;;;2,75;75,14
11/03/2019;20,47;não;26,2;não;31,92;não;0,0;não;3;7;55,09;não;88,7;não;4,74;;;;;;;;;3,78;77,89
